videoid,num_objects,path,trajectory_maps_path,text,flow
4569803,10,/datadrive2/lqh/testset_data/resized_videos/4569803.mp4,/datadrive2/lqh/testset_data/filtered_masks/4569803, beautiful flowers in bloom,4.5143632888793945
4555421,1,/datadrive2/lqh/testset_data/resized_videos/4555421.mp4,/datadrive2/lqh/testset_data/filtered_masks/4555421, a father and son going up the stairs while carrying a basket,7.677768707275391
4166343,1,/datadrive2/lqh/testset_data/resized_videos/4166343.mp4,/datadrive2/lqh/testset_data/filtered_masks/4166343, a dog running in a grass field,21.70895004272461
18904898,2,/datadrive2/lqh/testset_data/resized_videos/18904898.mp4,/datadrive2/lqh/testset_data/filtered_masks/18904898,"The tall coconut trees sway gently with the breeze, as the pinkish sky suggests the sun is setting behind the dense, green foliage.",43.42839813232422
10609731,2,/datadrive2/lqh/testset_data/resized_videos/10609731.mp4,/datadrive2/lqh/testset_data/filtered_masks/10609731, women checking information on cosmetics,9.995502471923828
18106001,2,/datadrive2/lqh/testset_data/resized_videos/18106001.mp4,/datadrive2/lqh/testset_data/filtered_masks/18106001, cat stretching on table,19.848766326904297
3195294,1,/datadrive2/lqh/testset_data/resized_videos/3195294.mp4,/datadrive2/lqh/testset_data/filtered_masks/3195294, a baker showing his skill in forming a dough ready for baking,12.572530746459961
6530988,1,/datadrive2/lqh/testset_data/resized_videos/6530988.mp4,/datadrive2/lqh/testset_data/filtered_masks/6530988, woman standing in the bar counter,5.307614326477051
5593056,1,/datadrive2/lqh/testset_data/resized_videos/5593056.mp4,/datadrive2/lqh/testset_data/filtered_masks/5593056, a bonfire burning against black background,10.31567096710205
4806538,1,/datadrive2/lqh/testset_data/resized_videos/4806538.mp4,/datadrive2/lqh/testset_data/filtered_masks/4806538, video of man kicking the punching bag,17.656389236450195
1094422,2,/datadrive2/lqh/testset_data/resized_videos/1094422.mp4,/datadrive2/lqh/testset_data/filtered_masks/1094422,"This image captures a wall with newspaper articles illuminated by overhead lights, featuring titles about juggling with a cloth and the game 'DapoStar.'",7.553946495056152
12989157,2,/datadrive2/lqh/testset_data/resized_videos/12989157.mp4,/datadrive2/lqh/testset_data/filtered_masks/12989157, animation of blue kaleidoscope,16.845108032226562
