videoid,num_objects,path,trajectory_maps_path,text,flow
4569803,10,/datadrive2/lqh/testset_data/resized_videos/4569803.mp4,/datadrive2/lqh/testset_data/filtered_masks/4569803, beautiful flowers in bloom,5.393385887145996
4555421,1,/datadrive2/lqh/testset_data/resized_videos/4555421.mp4,/datadrive2/lqh/testset_data/filtered_masks/4555421, a father and son going up the stairs while carrying a basket,7.0612993240356445
4166343,1,/datadrive2/lqh/testset_data/resized_videos/4166343.mp4,/datadrive2/lqh/testset_data/filtered_masks/4166343, a dog running in a grass field,17.58379364013672
18904898,2,/datadrive2/lqh/testset_data/resized_videos/18904898.mp4,/datadrive2/lqh/testset_data/filtered_masks/18904898,"The tall coconut trees sway gently with the breeze, as the pinkish sky suggests the sun is setting behind the dense, green foliage.",29.084003448486328
10609731,2,/datadrive2/lqh/testset_data/resized_videos/10609731.mp4,/datadrive2/lqh/testset_data/filtered_masks/10609731, women checking information on cosmetics,7.123365879058838
18106001,2,/datadrive2/lqh/testset_data/resized_videos/18106001.mp4,/datadrive2/lqh/testset_data/filtered_masks/18106001, cat stretching on table,16.123628616333008
3195294,1,/datadrive2/lqh/testset_data/resized_videos/3195294.mp4,/datadrive2/lqh/testset_data/filtered_masks/3195294, a baker showing his skill in forming a dough ready for baking,7.59578800201416
6530988,1,/datadrive2/lqh/testset_data/resized_videos/6530988.mp4,/datadrive2/lqh/testset_data/filtered_masks/6530988, woman standing in the bar counter,5.7451395988464355
5593056,1,/datadrive2/lqh/testset_data/resized_videos/5593056.mp4,/datadrive2/lqh/testset_data/filtered_masks/5593056, a bonfire burning against black background,10.216583251953125
4806538,1,/datadrive2/lqh/testset_data/resized_videos/4806538.mp4,/datadrive2/lqh/testset_data/filtered_masks/4806538, video of man kicking the punching bag,16.886938095092773
1094422,2,/datadrive2/lqh/testset_data/resized_videos/1094422.mp4,/datadrive2/lqh/testset_data/filtered_masks/1094422,"This image captures a wall with newspaper articles illuminated by overhead lights, featuring titles about juggling with a cloth and the game 'DapoStar.'",5.116825103759766
12989157,2,/datadrive2/lqh/testset_data/resized_videos/12989157.mp4,/datadrive2/lqh/testset_data/filtered_masks/12989157, animation of blue kaleidoscope,17.33902359008789
6663334,5,/datadrive2/lqh/testset_data/resized_videos/6663334.mp4,/datadrive2/lqh/testset_data/filtered_masks/6663334, houses by the coast,4.753171920776367
4976474,2,/datadrive2/lqh/testset_data/resized_videos/4976474.mp4,/datadrive2/lqh/testset_data/filtered_masks/4976474, person operating a medical equipment,2.662844181060791
4058804,2,/datadrive2/lqh/testset_data/resized_videos/4058804.mp4,/datadrive2/lqh/testset_data/filtered_masks/4058804,"The image shows a close-up view of an old, rusty, and decaying metal staircase with yellow paint and wooden slats, with dirt and debris visible on the steps.",24.630725860595703
5468366,8,/datadrive2/lqh/testset_data/resized_videos/5468366.mp4,/datadrive2/lqh/testset_data/filtered_masks/5468366,"The cityscape is dotted with buildings of varying heights, nestled among green trees, with a mountain looming in the background under a cloudy sky.",4.819701671600342
10400753,3,/datadrive2/lqh/testset_data/resized_videos/10400753.mp4,/datadrive2/lqh/testset_data/filtered_masks/10400753, men waiting for car and going to it,2.508695363998413
3926699,1,/datadrive2/lqh/testset_data/resized_videos/3926699.mp4,/datadrive2/lqh/testset_data/filtered_masks/3926699, a woman sitting on a bench,4.765892028808594
6565084,1,/datadrive2/lqh/testset_data/resized_videos/6565084.mp4,/datadrive2/lqh/testset_data/filtered_masks/6565084, bored little boy playing with toy,5.093250274658203
11180777,2,/datadrive2/lqh/testset_data/resized_videos/11180777.mp4,/datadrive2/lqh/testset_data/filtered_masks/11180777, an empty road in between pine trees,1.2078226804733276
